local_path,split_candidate,polarity,category,source_name,source_url,download_url,original_filename,license,license_url,ai_training_permission,commercial_permission,attribution_required,attribution_text,creator,duration_sec,sample_rate_hz,channels,file_format,downloaded_at,notes
data/external/negatives/cc0/human_percussive/fsd50k__369549__finger-snaps.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/369549/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/369549.wav,369549.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,JohnsonBrandEditing,13.918,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Finger_snapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__376006__audience-short-applause-3x.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/376006/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/376006.wav,376006.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Kinoton,22.694,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Applause, Clapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc0/human_percussive/fsd50k__379207__walking-in-the-snow.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/379207/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/379207.wav,379207.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,13F_Panska_Petruzelova_Anna,9.801,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__381359__applause-5.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/381359/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/381359.wav,381359.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,FunWithSound,14.811,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Applause; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__381363__applause-9.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/381363/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/381363.wav,381363.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,FunWithSound,9.796,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Applause; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__384141__hard-clap-6.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/384141/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/384141.wav,384141.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,hypernovajm,0.306,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Clapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__386717__finger-snaps-2.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/386717/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/386717.wav,386717.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,DSISStudios,11.737,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Finger_snapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__388772__fast-snaps.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/388772/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/388772.wav,388772.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,ThatMisfit,3.072,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Finger_snapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__390317__120716-ack.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/390317/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/390317.wav,390317.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,pflanigan,18.260,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Cough; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__391284__cough.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/391284/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/391284.wav,391284.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Igor1998,2.517,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Cough; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__392839__caminata-rapida.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/392839/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/392839.wav,392839.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,sebbas414,15.177,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__396992__helicopter-in-the-air-above.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/396992/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/396992.wav,396992.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,macdaddyno1,7.993,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__397010__crowd-clapping-inside-a-bar-in-chile-valparaiso.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/397010/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/397010.wav,397010.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,felix.blume,7.819,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Applause, Clapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc0/human_percussive/fsd50k__398778__footsteps-gravel-01.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/398778/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/398778.wav,398778.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Anthousai,8.670,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__399618__clearing-throat-2.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/399618/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/399618.wav,399618.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,SoundsForHim,3.135,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Cough; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__400589__crowd-shouting-vissza.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/400589/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/400589.wav,400589.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,misjoc,13.699,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Applause, Clapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc0/human_percussive/fsd50k__401334__man-coughing.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/401334/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/401334.wav,401334.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,ckvoiceover,3.460,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Cough; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__403600__human-steps-barefoot-wood.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/403600/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/403600.wav,403600.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,LamaMakesMusic,13.301,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__405632__footsteps-ice-03.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/405632/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/405632.wav,405632.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Anthousai,1.959,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__406678__male-dress-shoes-fast-walk-draggingly-slow.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/406678/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/406678.wav,406678.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,tlcolbe,2.700,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__406688__walking-down-hallway-hardwood-quiet-heel-medium.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/406688/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/406688.wav,406688.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,tlcolbe,6.667,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__409802__73-pasos-cueva.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/409802/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/409802.wav,409802.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,las98,2.971,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__410990__snapping.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/410990/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/410990.wav,410990.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,chucklez22,9.680,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Finger_snapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__411021__clapping.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/411021/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/411021.wav,411021.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,nekomimi07,9.318,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Clapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__414357__finger-snapping.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/414357/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/414357.wav,414357.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,KorolkoFF,2.667,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Finger_snapping; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__415995__congestion.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/415995/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/415995.wav,415995.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,dbbaker01,19.785,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Cough; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__420552__footsteps-snow-06.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/420552/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/420552.wav,420552.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,MarcMatthewsMusic,5.360,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__422136__7-cough.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/422136/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/422136.wav,422136.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,14GPanskaZackovaM,2.155,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Cough; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__422158__3-sink-towel.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/422158/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/422158.wav,422158.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,14G_Panska_Niklova_Michaela,10.269,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__422630__steps-on-snow-passing-by.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/422630/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/422630.wav,422630.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Aurelon,7.645,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__422762__footsteps-stone-4.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/422762/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/422762.wav,422762.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,KieranKeegan,0.454,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__422854__footsteps-dirt-02.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/422854/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/422854.wav,422854.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,IPaddeh,2.516,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__422856__footsteps-cave-01.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/422856/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/422856.wav,422856.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,IPaddeh,1.503,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/human_percussive/fsd50k__424600__high-heels.wav,trainable,negative,human_percussive,FSD50K,https://freesound.org/s/424600/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/424600.wav,424600.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Daniela-Santos,7.167,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Walk_and_footsteps; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
